FID,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
1037,PD,PLANNED DEVELOPMENT,SPECIAL,13656.3516941,7393710.57739,7.0692859604e-05,0.042579816961607
1038,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,645.136046166,18805.7572016,1.79884639e-07,0.00199053924178
1039,M3,INDUSTRIAL,INDUSTRIAL,2925.45970256,280700.235225,2.683801834e-06,0.008796568708851
1040,R5,RES SINGLE FAMILY,RESIDENTIAL,7507.55757084,2945276.79769,2.8122903619e-05,0.022447122721734
1041,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,32466.4599564,23646865.7905,0.000226005103008,0.103174922032039
1042,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8126.25116901,2196693.82311,2.0983063788e-05,0.025724117304605
1043,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1269.74955043,80294.2731906,7.67124483e-07,0.003876639439132
1044,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1005.58952716,62397.3313539,5.95039675e-07,0.003179976141254
1045,R6,RES MULTI-FAMILY,RESIDENTIAL,3163.47745474,435365.28599,4.155093545e-06,0.009610473726282
1046,R5,RES SINGLE FAMILY,RESIDENTIAL,8390.60452381,988787.72096,9.453650106e-06,0.026776186005655
1047,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,3898.58956505,722499.73552,6.908750042e-06,0.012760857688176
1048,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,456.217448005,8439.94205,8.0661953e-08,0.001503351647402
1049,M3,INDUSTRIAL,INDUSTRIAL,2113.70110438,243743.630653,2.329093491e-06,0.006560471111125
1050,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,6539.23122186,1231985.93107,1.1778006583e-05,0.021293424766653
1051,OR2,OFFICE/RES,OFFICE,1193.94300032,46505.7623242,4.44744345e-07,0.003642397984079
1052,R5A,RES MULTI-FAMILY,RESIDENTIAL,3327.07490911,478145.966827,4.563260699e-06,0.010524796272325
1053,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,20656.3855847,13537676.057,0.000129421191017,0.064569342922038
1054,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,970.536809134,29945.9152945,2.861917e-07,0.002796107562908
1055,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,459.006497368,13154.36872,1.2571748e-07,0.001432753946857
1056,M2,INDUSTRIAL,INDUSTRIAL,2913.85197799,165743.99935,1.584149124e-06,0.008179169772466
1057,R4,RES SINGLE FAMILY,RESIDENTIAL,4938.5715059,1063621.53823,1.0164523799e-05,0.015353851404197
1058,R6,RES MULTI-FAMILY,RESIDENTIAL,4239.71071974,714050.47621,6.830621959e-06,0.013455745653386
1059,R6,RES MULTI-FAMILY,RESIDENTIAL,4376.9048311,1101504.56898,1.0538320609e-05,0.013185998062466
1060,M3,INDUSTRIAL,INDUSTRIAL,1844.38992193,205717.344074,1.966110007e-06,0.00597438529069
1061,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3623.96786222,592808.58171,5.667136074e-06,0.011189707249144
1062,R7,RES MULTI-FAMILY,RESIDENTIAL,1622.32872366,113903.36147,1.089251e-06,0.00526002009661
1063,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3403.29464538,337417.882128,3.221792793e-06,0.010993209057703
1064,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,3188.47665027,532589.279866,5.092243783e-06,0.009485484543932
1065,OR3,OFFICE/RES,OFFICE,1789.94441574,193202.82408,1.848874404e-06,0.005611331615151
1066,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4159.22019447,336101.30395,3.212137103e-06,0.012250949308246
1067,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2185.38153398,278168.598598,2.658265433e-06,0.006899575632415
1068,M2,INDUSTRIAL,INDUSTRIAL,3594.82701878,618598.923484,5.912299651e-06,0.011580338075801
1069,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,880.920061478,47286.5844641,4.52176767e-07,0.002695548494223
1070,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,285.320249408,1194.92902031,1.1405298e-08,0.000962670135734
1071,M2,INDUSTRIAL,INDUSTRIAL,4875.9701094,592376.208132,5.660265029e-06,0.015521593331171
1072,M2,INDUSTRIAL,INDUSTRIAL,6407.54019128,615135.088,5.873924312e-06,0.021596277226219
1073,R5,RES SINGLE FAMILY,RESIDENTIAL,2501.48824096,209758.75675,2.002968235e-06,0.008097916748203
1074,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,944.493580304,37938.0541219,3.62214393e-07,0.00296865491114
1075,OR1,OFFICE/RES,OFFICE,679.906427444,19124.3466266,1.82590009e-07,0.001961581937257
1076,OR3,OFFICE/RES,OFFICE,624.129793663,22633.371575,2.16092583e-07,0.001882876661671
1077,OR1,OFFICE/RES,OFFICE,531.706568742,13563.5382336,1.29498154e-07,0.00156163785
1078,OR2,OFFICE/RES,OFFICE,611.772115897,18056.9692406,1.72399629e-07,0.001798501665141
1079,R8A,RES MULTI-FAMILY,RESIDENTIAL,4102.48834194,992428.98216,9.474784544e-06,0.012614484357984
1080,R5,RES SINGLE FAMILY,RESIDENTIAL,3566.2836941,572892.53711,5.469360467e-06,0.011764187993934
1081,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2797.75001928,292366.41688,2.791254279e-06,0.008972082791786
1082,R7,RES MULTI-FAMILY,RESIDENTIAL,595.647772832,11233.9354828,1.07317213e-07,0.001813861823874
1083,M2,INDUSTRIAL,INDUSTRIAL,2804.11979264,412216.832677,3.937770587e-06,0.009171297950666
1084,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1600.11946125,76023.3995125,7.26235228e-07,0.004545808811093
1085,R7,RES MULTI-FAMILY,RESIDENTIAL,1694.28134059,105978.65906,1.01247141e-06,0.00489289379437
1086,R5B,RES TWO-FAMILY,RESIDENTIAL,517.624232103,13617.8997828,1.30093428e-07,0.001531529681562
1087,R7,RES MULTI-FAMILY,RESIDENTIAL,332.184917539,6894.62791875,6.586612e-08,0.001036610497474
1088,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,678.586050563,28487.7426703,2.72154482e-07,0.002136176172323
1089,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1406.31011487,82455.6465969,7.87698504e-07,0.004620947801912
1090,OR2,OFFICE/RES,OFFICE,1988.72580502,135571.268634,1.295076629e-06,0.005995321155883
1091,R7,RES MULTI-FAMILY,RESIDENTIAL,2027.60653107,210575.86461,2.011567415e-06,0.006278837084987
1092,R7,RES MULTI-FAMILY,RESIDENTIAL,539.977214039,16978.9898031,1.62194927e-07,0.001726749268603
1093,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,629.031861487,17853.4632078,1.70546436e-07,0.002034295641178
1094,R1,RES SINGLE FAMILY,RESIDENTIAL,1760.73737182,159765.672431,1.526148626e-06,0.00533557276464
1095,OR1,OFFICE/RES,OFFICE,550.427704927,18789.9833703,1.79491644e-07,0.00169632431987
1096,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1494.86538691,98281.4202203,9.38825658e-07,0.004699043000181
1097,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,14742.3855918,1429941.90353,1.3658693893e-05,0.044954081327247
1098,R5,RES SINGLE FAMILY,RESIDENTIAL,4650.02636007,993871.39225,9.494100198e-06,0.015478292762381
1099,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,647.648041112,20010.0335305,1.91143131e-07,0.002127132519946
1100,OR2,OFFICE/RES,OFFICE,636.677514044,16453.2258047,1.57166969e-07,0.002115619755204
1101,R7,RES MULTI-FAMILY,RESIDENTIAL,844.516021065,44571.1095672,4.25751731e-07,0.002631660972917
1102,OR3,OFFICE/RES,OFFICE,1474.15574879,88040.3812969,8.40977852e-07,0.004886029423466
1103,R7,RES MULTI-FAMILY,RESIDENTIAL,2048.21505761,140549.927682,1.342540839e-06,0.00631421718262
1104,R7,RES MULTI-FAMILY,RESIDENTIAL,2825.18240634,368829.37922,3.523193181e-06,0.008916234526931
1105,R7,RES MULTI-FAMILY,RESIDENTIAL,1398.03070629,105992.059913,1.012430335e-06,0.004280481821986
1106,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,599.210584011,18700.2128172,1.78623657e-07,0.001949855304156
1107,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3323.88967254,477744.17309,4.563204135e-06,0.010615553559114
1108,R7,RES MULTI-FAMILY,RESIDENTIAL,3002.72034644,246078.901455,2.350414316e-06,0.009797681332616
1109,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1755.6279607,142555.493591,1.362040965e-06,0.005416186222577
1110,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4036.30207505,703344.669538,6.720018645e-06,0.012884354874832
1111,R5,RES SINGLE FAMILY,RESIDENTIAL,6026.11789424,1988575.2942,1.8997912579e-05,0.019288586307183
1112,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,897.940635011,46073.9897687,4.40214559e-07,0.002825303411943
1113,OTF,OFFICE/TOURIST FACILITY,OFFICE,1914.83378405,176474.166919,1.686048042e-06,0.005811310075814
1114,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,443.760479322,12238.9761867,1.16937055e-07,0.001392081944993
1115,R5,RES SINGLE FAMILY,RESIDENTIAL,2126.56489231,205264.46013,1.961169814e-06,0.006437797178448
1116,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,673.350707458,26796.0558281,2.56015585e-07,0.002124273085168
1117,R7,RES MULTI-FAMILY,RESIDENTIAL,1739.49156941,183300.5571,1.751287275e-06,0.00544346465914
1118,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1915.67145681,201153.710419,1.921922856e-06,0.006159100696248
1119,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,695.419101918,26054.7976078,2.48937781e-07,0.002259558670925
1120,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,769.359901379,31295.9999016,2.99007657e-07,0.002301803029678
1121,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1451.87321272,109032.48401,1.04171251e-06,0.004638562989686
1122,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,4302.18809333,304458.68213,2.908692159e-06,0.012170372290866
1123,OR1,OFFICE/RES,OFFICE,1400.48200849,122367.8065,1.169104044e-06,0.004363399634019
1124,OR1,OFFICE/RES,OFFICE,729.841940857,31767.01785,3.03496768e-07,0.002305962328377
1125,R7,RES MULTI-FAMILY,RESIDENTIAL,769.614307161,31653.0854836,3.02407011e-07,0.002500604886447
1126,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,478.846418013,12958.8328125,1.2380586e-07,0.001441509888994
1127,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2193.51063904,196380.48311,1.876121971e-06,0.006892976646433
1128,R5,RES SINGLE FAMILY,RESIDENTIAL,6032.81787348,1861239.88559,1.7781358337e-05,0.019157841253218
1129,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2846.25852506,346166.826513,3.307000039e-06,0.008895225646007
1130,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,558.964357762,19305.2658258,1.84432371e-07,0.001718650683552
1131,OR1,OFFICE/RES,OFFICE,808.241180079,40464.0823547,3.86558984e-07,0.00252432419765
1132,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,767.015276011,33270.74155,3.17560139e-07,0.002299261365325
1133,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1101.73243732,67358.4084625,6.4387303e-07,0.003558213211511
1134,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,702.932154063,22595.1128211,2.15748356e-07,0.002308345667186
1135,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,692.090660113,25807.9978703,2.4659455e-07,0.002190649067875
1136,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1294.62256627,48695.2770859,4.6569865e-07,0.004005985126667
1137,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,488.446764873,11666.7955797,1.11558063e-07,0.00144440825495
1138,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,614.602288217,18944.73961,1.81050752e-07,0.002010957386967
1139,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,851.3540056,42732.6555187,4.08346903e-07,0.002704456075926
1140,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,622.953348584,18251.7040578,1.74323741e-07,0.002005271629593
1141,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,124.000252022,600.013078125,5.740382e-09,0.000400643417372
1142,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,778.165496666,34562.9743516,3.30538713e-07,0.00233994766809
1143,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1074.53105645,44434.4906844,4.24404543e-07,0.003508120740401
1144,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,520.903472734,9217.16761875,8.7953076e-08,0.001656882707112
1145,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,472.610504062,9697.30563672,9.2732812e-08,0.001509262325992
1146,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3257.43992749,564329.27259,5.39848682e-06,0.010092379737614
1147,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,493.485509348,14093.6041469,1.3476099e-07,0.001585775003826
1148,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,786.432636558,32995.1078859,3.15704262e-07,0.002393173529187
1149,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1648.63198057,143678.44295,1.372963905e-06,0.0051640199777
1150,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2285.46860902,202487.207246,1.935144475e-06,0.006760551085081
1151,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1867.87301295,109405.060916,1.045834228e-06,0.005879015700044
1152,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,669.081206247,25799.8622094,2.46419604e-07,0.002150541014867
1153,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,857.728114345,41916.6726906,4.00284493e-07,0.002716044880063
1154,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1917.57349243,229227.57499,2.191019888e-06,0.005972979033955
1155,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,514.923910207,16186.1030617,1.54682688e-07,0.001576841324416
1156,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1479.53066195,95740.8274781,9.14630961e-07,0.004493189367734
1157,R5A,RES MULTI FAMILY,RESIDENTIAL,6134.15149684,607845.247262,5.812702164e-06,0.019427417700307
1158,R5A,RES MULTI FAMILY,RESIDENTIAL,8204.26535541,2715025.25044,2.5926370975e-05,0.024118008805691
1159,R5A,RES MULTI FAMILY,RESIDENTIAL,3182.37535129,343756.02585,3.290863798e-06,0.009277794300051
1160,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1620.72638315,152870.9406,1.458793895e-06,0.005127611250885
1161,R5A,RES MULTI FAMILY,RESIDENTIAL,580.880509488,12006.2429969,1.14817024e-07,0.001949115696573
1162,R5A,RES MULTI FAMILY,RESIDENTIAL,8620.54943161,2336919.35639,2.2302813817e-05,0.025662858462179
1163,R5A,RES MULTI FAMILY,RESIDENTIAL,1248.14397874,85047.5705734,8.13268733e-07,0.00404742866751
1164,R5A,RES MULTI FAMILY,RESIDENTIAL,4366.11466369,880130.785767,8.410530017e-06,0.013340345321622
1165,R5A,RES MULTI FAMILY,RESIDENTIAL,4572.40005567,879647.711482,8.407012844e-06,0.01406532964481
1166,R5A,RES MULTI FAMILY,RESIDENTIAL,3402.44549767,340165.520497,3.253300058e-06,0.010860547203446
1167,R5A,RES MULTI FAMILY,RESIDENTIAL,2039.17428521,164844.708997,1.575154266e-06,0.006284365142448
1168,RR,RURAL RESIDENTIAL,RESIDENTIAL,605.131650848,20284.6484031,1.93561544e-07,0.001941517581495
1169,R5A,RES MULTI FAMILY,RESIDENTIAL,3032.45739499,270473.956863,2.589735478e-06,0.009355411240663
1170,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1381.45901818,100830.463399,9.64425617e-07,0.004188672326183
1171,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3907.56220137,621215.178788,5.941858443e-06,0.0119092486623
1172,R7,RES MULTI-FAMILY,RESIDENTIAL,3663.21090345,245373.577407,2.347386643e-06,0.011418687419367
1173,R5A,RES MULTI FAMILY,RESIDENTIAL,6465.63248476,1819708.66877,1.7360159446e-05,0.020272014076376
1174,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2971.02201656,303453.581628,2.902055389e-06,0.009265328372151
1175,R4,RES SINGLE FAMILY,RESIDENTIAL,1925.34733377,231809.839597,2.216836153e-06,0.006026426259743
1176,OR1,OFFICE/RES,OFFICE,1249.42184586,90024.0588469,8.60906319e-07,0.003953443310716
1177,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,744.196146883,33671.0274594,3.21706342e-07,0.002379302292442
1178,M2,INDUSTRIAL,INDUSTRIAL,509.528896512,14669.2187563,1.4026334e-07,0.001621086581405
1179,R4,RES SINGLE FAMILY,RESIDENTIAL,453109.69637,593954027.666,0.005669963299313,1.42573429427587
1180,OR3,OFFICE/RES,OFFICE,4672.87416804,446294.70805,4.263639903e-06,0.015332280362362
1181,R7,RES MULTI-FAMILY,RESIDENTIAL,1347.13926411,65612.6096758,6.27033705e-07,0.004042417242933
1182,M3,INDUSTRIAL,INDUSTRIAL,1834.32017948,97341.2698961,9.29501036e-07,0.00599900065215
1183,R6,RES MULTI-FAMILY,RESIDENTIAL,2591.74841871,308884.97131,2.951095076e-06,0.008164854406092
1184,R6,RES MULTI-FAMILY,RESIDENTIAL,36052.04212,10027957.0711,9.5866387106e-05,0.114385222965661
1185,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,713.236186981,21005.3772984,2.00852895e-07,0.002222494496717
1186,R6,RES MULTI-FAMILY,RESIDENTIAL,11527.1293428,4165080.47729,3.9851624456e-05,0.036032259099555
1187,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,10805.057516,1023422.93563,9.786634004e-06,0.034760853923246
1188,R5A,RES MULTI FAMILY,RESIDENTIAL,2475.37904985,375688.56821,3.591195005e-06,0.007846527958589
1189,R6,RES MULTI-FAMILY,RESIDENTIAL,677.411393609,26684.4016219,2.55147562e-07,0.002126646918378
1190,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,1450.42685262,123201.775831,1.178413313e-06,0.004580164665645
1191,OR,OFFICE/RESIDENTIAL,OFFICE,971.815625019,36593.2325492,3.49868663e-07,0.003141361517411
1192,ROW, , ,1206699.86842,237183304.002,0.002266546223657,3.83994242879005
1193,R4,RES SINGLE FAMILY,RESIDENTIAL,976.273827662,56816.7895484,5.43273343e-07,0.003036498657672
1194,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6526.29187662,678874.069922,6.483252905e-06,0.020367566060435
1195,M2,INDUSTRIAL,INDUSTRIAL,827.962081125,41213.6793438,3.94077818e-07,0.002626063847375
1196,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3864.39319882,560655.70818,5.3524903e-06,0.011782455534439
1197,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1875.04381341,185143.006048,1.769282644e-06,0.006032897845551
1198,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,771.60496423,23587.1928297,2.25404526e-07,0.002362412976862
1199,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,973.731507154,47867.7658906,4.57432415e-07,0.002992977743376
1200,R7,RES MULTI-FAMILY,RESIDENTIAL,1298.52738688,98266.1638281,9.39543578e-07,0.004168532541268
1201,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,694.982287149,26015.6227891,2.48768863e-07,0.002287126572976
1202,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,878.365300377,28518.9391539,2.72505123e-07,0.002742506846723
1203,R6,RES MULTI-FAMILY,RESIDENTIAL,771.012814794,37108.5049922,3.5458043e-07,0.002461285697625
1204,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,849.131700651,42955.9901039,4.1047099e-07,0.002746702900742
1205,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,483.322289413,14583.2347844,1.39433557e-07,0.001511549296234
1206,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2993.53985891,438670.811721,4.192103811e-06,0.00942253996376
1207,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2857.45697263,308666.09778,2.949304282e-06,0.008779796215194
1208,R4,RES SINGLE FAMILY,RESIDENTIAL,5214.69716827,718139.650774,6.861893328e-06,0.015750400014451
1209,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3484.11308462,426860.911238,4.079420572e-06,0.010753365822514
1210,R4,RES SINGLE FAMILY,RESIDENTIAL,1226.70782628,71025.9540156,6.78772987e-07,0.004045422511564
1211,R6,RES MULTI-FAMILY,RESIDENTIAL,9006.47011525,2284061.69796,2.1833142981e-05,0.028444280959135
1212,R7,RES MULTI-FAMILY,RESIDENTIAL,2591.94418325,291854.69775,2.790826339e-06,0.008563044538606
1213,R4,RES SINGLE FAMILY,RESIDENTIAL,778.475561367,35024.5853531,3.34885307e-07,0.0024850623265
1214,R6,RES MULTI-FAMILY,RESIDENTIAL,422.290253543,6750.49156875,6.4542255e-08,0.00122196100351
1215,R7,RES MULTI-FAMILY,RESIDENTIAL,1014.41001096,65536.05758,6.26594452e-07,0.003173783592582
1216,R6,RES MULTI-FAMILY,RESIDENTIAL,3416.2333683,298774.398516,2.856505879e-06,0.011113202652611
1217,OR3,OFFICE/RES,OFFICE,600.163301896,19766.3476187,1.88985501e-07,0.001903635732949
1218,R6,RES MULTI-FAMILY,RESIDENTIAL,663.12675774,21617.3347547,2.06682383e-07,0.002027002043894
1219,R5B,RES TWO-FAMILY,RESIDENTIAL,408.570852659,7819.95029375,7.4766144e-08,0.001316781284634
1220,R7,RES MULTI-FAMILY,RESIDENTIAL,712.002268392,28338.9452016,2.70938845e-07,0.0021983932099
1221,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,433.68434057,6986.63669219,6.6796401e-08,0.001320430527772
1222,R6,RES MULTI-FAMILY,RESIDENTIAL,966.289394293,56985.1451875,5.4480213e-07,0.003044656093498
1223,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1383.94485326,112439.238431,1.075005935e-06,0.004447202190406
1224,R6,RES MULTI-FAMILY,RESIDENTIAL,463.578864557,8075.13071875,7.7201324e-08,0.00140260485141
1225,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1291.82177523,98913.5608781,9.45667095e-07,0.004130449491717
1226,R7,RES MULTI-FAMILY,RESIDENTIAL,1546.7056209,127414.92223,1.218119832e-06,0.004710320896459
1227,R6,RES MULTI-FAMILY,RESIDENTIAL,465.975624104,8041.34880312,7.6877968e-08,0.001409979278275
1228,R8A,RES MULTI-FAMILY,RESIDENTIAL,727.687745805,26388.4168719,2.52281024e-07,0.002228808538182
1229,R7,RES MULTI-FAMILY,RESIDENTIAL,661.447217796,18145.8228078,1.73478722e-07,0.002011833083211
1230,R6,RES MULTI-FAMILY,RESIDENTIAL,699.530587791,26491.6360953,2.5326609e-07,0.002171835477416
1231,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,910.126144008,50236.1534313,4.80264326e-07,0.00278067753315
1232,R6,RES MULTI-FAMILY,RESIDENTIAL,782.239432599,33077.36275,3.16224197e-07,0.002442304608272
1233,R6,RES MULTI-FAMILY,RESIDENTIAL,540.245360888,13690.0294672,1.30878515e-07,0.001648023897921
1234,R6,RES MULTI-FAMILY,RESIDENTIAL,519.475420898,11891.3141828,1.13682567e-07,0.001581268978154
1235,R1,RES SINGLE FAMILY,RESIDENTIAL,4156.01337745,772691.293091,7.386872977e-06,0.013134263289143
1236,R6,RES MULTI-FAMILY,RESIDENTIAL,781.178021854,28911.4330625,2.76395122e-07,0.002319853052947
1237,R6,RES MULTI-FAMILY,RESIDENTIAL,657.182153897,21506.9873898,2.05608082e-07,0.002144478346098
1238,(OR1),OFFICE/RES OVERLAY,OFFICE,405.782188576,9302.73660234,8.8933915e-08,0.001288866043345
1239,OR3,OFFICE/RES,OFFICE,902.889994469,50673.7267031,4.84436685e-07,0.002831919431882
1240,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2556.80291663,329909.466963,3.153904686e-06,0.007844843213599
1241,OR3,OFFICE/RES,OFFICE,2064.05093168,211863.54968,2.025423586e-06,0.006718012357607
1242,R6,RES MULTI-FAMILY,RESIDENTIAL,1817.77288219,127593.390547,1.219782025e-06,0.005747652289852
1243,(OR1),OFFICE/RES OVERLAY,OFFICE,275.670757163,4721.10798203,4.5132634e-08,0.000863305463535
1244,(R5A),RES MULTI-FAMILY OVERLAY,RESIDENTIAL,238.610504006,3348.66536563,3.2012375e-08,0.000742822903734
1245,R6,RES MULTI-FAMILY,RESIDENTIAL,625.743293054,21100.9669875,2.01718779e-07,0.001949489783376
1246,R7,RES MULTI-FAMILY,RESIDENTIAL,807.753234885,28048.8294062,2.68137333e-07,0.002529820243215
1247,R5,RES SINGLE FAMILY,RESIDENTIAL,878.868889059,48430.501975,4.6297764e-07,0.002755643646635
1248,R6,RES MULTI-FAMILY,RESIDENTIAL,643.074533838,25061.14567,2.3957037e-07,0.001995770951779
1249,R6,RES MULTI-FAMILY,RESIDENTIAL,828.000046198,36381.085075,3.47778298e-07,0.002554593657246
1250,R5B,RES TWO-FAMILY,RESIDENTIAL,1978.19524276,169189.119031,1.617300782e-06,0.00619825900652
1251,R6,RES MULTI-FAMILY,RESIDENTIAL,1524.42545272,86191.0355922,8.23912424e-07,0.004692284064389
1252,R6,RES MULTI-FAMILY,RESIDENTIAL,648.669936012,22637.0096234,2.16390219e-07,0.00199455518853
1253,(C1),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,650.569049446,20091.8009359,1.92060517e-07,0.002064455666925
1254,(OTF),OFFICE/TOURIST FACILITY,OFFICE,729.275995078,33594.4963469,3.21133256e-07,0.002292445444296
1255,(OR1),OFFICE/RES OVERLAY,OFFICE,545.703908141,15377.0019047,1.46990496e-07,0.001720421262169
1256,R7,RES MULTI-FAMILY,RESIDENTIAL,736.024481308,33734.5645125,3.22471266e-07,0.002314371553863
1257,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,1367.29045054,100991.70465,9.65383992e-07,0.00436867104724
1258,(OR1),OFFICE/RES OVERLAY,OFFICE,567.42995694,19215.3874211,1.83680648e-07,0.001806967940496
1259,R6,RES MULTI-FAMILY,RESIDENTIAL,925.580100395,38702.9506094,3.69961904e-07,0.002915638235748
1260,R6,RES MULTI-FAMILY,RESIDENTIAL,861.846122983,46142.2047938,4.41071981e-07,0.002673780045899
1261,R5B,RES TWO-FAMILY,RESIDENTIAL,762.554892455,29357.5912094,2.80628147e-07,0.002391495381765
1262,(OR1),OFFICE/RES OVERLAY,OFFICE,715.147180453,29293.9326406,2.80019907e-07,0.002282927185101
1263,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,483.722600559,14087.1645,1.34658641e-07,0.001506411214252
